wavelength_nm,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139,sample_140,sample_141,sample_142,sample_143,sample_144,sample_145,sample_146,sample_147,sample_148,sample_149,sample_150,sample_151,sample_152,sample_153,sample_154,sample_155,sample_156,sample_157,sample_158,sample_159,sample_160,sample_161,sample_162,sample_163,sample_164,sample_165,sample_166,sample_167,sample_168,sample_169,sample_170,sample_171,sample_172,sample_173,sample_174,sample_175,sample_176,sample_177,sample_178,sample_179,sample_180,sample_181,sample_182,sample_183,sample_184,sample_185,sample_186,sample_187,sample_188,sample_189,sample_190
560,0.016500,0.089700,0.775000,0.199500,0.588500,0.427600,0.300000,0.195800,0.113200,0.065800,0.030600,0.185100,0.137600,0.253100,0.118500,0.062400,0.391200,0.247700,0.043700,0.044800,0.374400,0.110900,0.024800,0.014100,0.175300,0.044500,0.039000,0.052900,0.079500,0.017200,0.033500,0.342200,0.099200,0.014200,0.011900,0.117400,0.016600,0.098700,0.021500,0.053600,0.231900,0.160700,0.447700,0.078400,0.216600,0.198700,0.047300,0.411400,0.052000,0.217900,0.267800,0.190700,0.165100,0.609800,0.421000,0.121500,0.520000,0.089300,0.522800,0.290000,0.396500,0.561000,0.769500,0.469100,0.761000,0.307000,0.869600,0.607400,0.797300,0.114700,0.487700,0.805000,0.319300,0.365900,0.664500,0.241800,0.808000,0.726400,0.149500,0.058900,0.236800,0.518000,0.125900,0.158000,0.324500,0.093800,0.110100,0.138200,0.101800,0.149200,0.127500,0.217800,0.289100,0.601700,0.433700,0.336400,0.222400,0.290900,0.453100,0.214800,0.076900,0.166100,0.221600,0.128000,0.045300,0.320000,0.335200,0.048900,0.214800,0.203000,0.113000,0.070800,0.300600,0.630300,0.084100,0.416500,0.579600,0.044900,0.261600,0.197800,0.437000,0.489100,0.180000,0.245000,0.556800,0.140000,0.143800,0.554200,0.316000,0.314700,0.134900,0.378500,0.061100,0.062100,0.521800,0.176500,0.154000,0.034900,0.153900,0.542800,0.130400,0.104000,0.069400,0.102900,0.259000,0.095900,0.349700,0.039500,0.029200,0.171700,0.349700,0.043700,0.093900,0.169900,0.060000,0.249400,0.021600,0.193400,0.537100,0.117200,0.270500,0.136400,0.151600,0.045000,0.407200,0.012000,0.047600,0.053000,0.061400,0.153000,0.126000,0.039300,0.138500,0.230100,0.271000,0.527200,0.108000,0.178600,0.109200,0.430600,0.024600,0.147400,0.309900,0.202500,0.322600,0.339600,0.030300,0.450900,0.016700,0.169900
565,0.016519,0.090073,0.774688,0.199500,0.587842,0.428282,0.300551,0.196360,0.113399,0.065810,0.030593,0.188285,0.141601,0.250517,0.120070,0.065649,0.391871,0.243701,0.044639,0.053748,0.412094,0.112378,0.025263,0.015256,0.181553,0.044801,0.039713,0.055682,0.107997,0.017281,0.037525,0.395913,0.101296,0.015025,0.012525,0.136208,0.020652,0.106168,0.024119,0.058100,0.252331,0.176811,0.491505,0.096360,0.241417,0.236314,0.049332,0.480199,0.063304,0.261497,0.291141,0.203142,0.147956,0.659087,0.446150,0.110570,0.544380,0.091316,0.553920,0.294998,0.403659,0.569257,0.777817,0.492298,0.771556,0.318788,0.887047,0.611008,0.803612,0.112568,0.499739,0.814523,0.318832,0.365681,0.665145,0.239207,0.796583,0.703390,0.157809,0.055724,0.221730,0.504868,0.125210,0.155303,0.309015,0.084303,0.100236,0.127568,0.095824,0.139280,0.120111,0.198898,0.256665,0.565565,0.390908,0.315049,0.210347,0.268656,0.434516,0.210013,0.067030,0.150196,0.205764,0.121636,0.039389,0.303747,0.314715,0.046269,0.203754,0.196827,0.091688,0.071808,0.289576,0.607318,0.076138,0.388285,0.562815,0.039651,0.220186,0.179743,0.413243,0.493702,0.152042,0.221732,0.534155,0.129535,0.128533,0.532863,0.303503,0.291078,0.119825,0.356404,0.046499,0.056213,0.508980,0.169880,0.138431,0.032494,0.141117,0.528151,0.119919,0.099633,0.064704,0.098687,0.248336,0.085741,0.339094,0.038156,0.026937,0.172422,0.348812,0.042875,0.087538,0.167056,0.059999,0.242077,0.018580,0.191031,0.533316,0.122420,0.274417,0.145701,0.151983,0.045035,0.405115,0.012069,0.048150,0.052501,0.057378,0.152882,0.117894,0.040228,0.146554,0.259243,0.275372,0.534759,0.110144,0.198917,0.110333,0.431058,0.025375,0.151518,0.338257,0.237556,0.335026,0.358427,0.036499,0.478745,0.018757,0.187184
570,0.016600,0.090400,0.775100,0.199500,0.587600,0.428800,0.301000,0.196800,0.113500,0.065700,0.030500,0.195200,0.150300,0.247900,0.122800,0.069700,0.391200,0.238500,0.045600,0.068300,0.452300,0.117900,0.026100,0.017300,0.196200,0.045400,0.040600,0.059500,0.147300,0.017400,0.047700,0.454000,0.106800,0.016400,0.013800,0.161600,0.028600,0.117800,0.027900,0.065900,0.278300,0.198300,0.550300,0.121300,0.259400,0.269400,0.055000,0.542100,0.078100,0.313700,0.318000,0.213500,0.137800,0.712500,0.471000,0.104000,0.564000,0.092700,0.577400,0.300000,0.411600,0.577000,0.783400,0.514500,0.781100,0.330000,0.898200,0.612400,0.809000,0.110500,0.507200,0.823800,0.318300,0.364300,0.665100,0.236000,0.784500,0.680100,0.164500,0.052200,0.203900,0.489000,0.123500,0.151300,0.290800,0.074100,0.089300,0.114900,0.089100,0.128000,0.114100,0.181000,0.227300,0.531100,0.352200,0.293400,0.197600,0.246900,0.415000,0.203400,0.058200,0.133500,0.190000,0.115000,0.034600,0.287000,0.295000,0.043800,0.192100,0.189900,0.073800,0.072400,0.278800,0.584400,0.068900,0.360900,0.544500,0.035400,0.184800,0.162600,0.389900,0.492000,0.126600,0.200800,0.511300,0.119700,0.116100,0.511100,0.291000,0.268500,0.107800,0.336500,0.035300,0.051000,0.495800,0.163100,0.124600,0.030400,0.129800,0.516900,0.112400,0.096000,0.061400,0.094600,0.240000,0.077200,0.330900,0.037000,0.025100,0.173800,0.350300,0.042200,0.084000,0.165300,0.060000,0.238400,0.017500,0.190500,0.532900,0.127400,0.279000,0.160100,0.155100,0.045300,0.402400,0.012200,0.049000,0.052000,0.055100,0.152100,0.113000,0.040600,0.162700,0.298400,0.279000,0.549000,0.112000,0.227800,0.115900,0.442600,0.026900,0.158400,0.377400,0.285600,0.355400,0.380900,0.046000,0.516600,0.022600,0.211400
575,0.016769,0.090529,0.776483,0.199500,0.588048,0.429036,0.301416,0.197001,0.113448,0.065489,0.030296,0.204424,0.161893,0.247809,0.128004,0.074547,0.389244,0.237134,0.046566,0.090687,0.493340,0.132516,0.027419,0.020438,0.230879,0.046283,0.041638,0.064056,0.200387,0.017516,0.068131,0.514938,0.120525,0.018407,0.016012,0.197404,0.042295,0.138633,0.033245,0.078720,0.310921,0.227024,0.617587,0.155902,0.269753,0.292092,0.065113,0.593154,0.097534,0.372970,0.378199,0.221422,0.147097,0.761173,0.494632,0.110604,0.580530,0.093604,0.594644,0.304543,0.419701,0.583375,0.784477,0.532493,0.787679,0.338297,0.904660,0.612565,0.812621,0.108643,0.510758,0.831534,0.318480,0.361201,0.663892,0.232282,0.773566,0.659044,0.166628,0.049305,0.186885,0.474245,0.120526,0.145852,0.273225,0.066818,0.080241,0.103222,0.083216,0.118218,0.109252,0.165769,0.202901,0.500929,0.320296,0.271492,0.184115,0.226021,0.394322,0.192604,0.050781,0.116037,0.174520,0.107991,0.030169,0.270068,0.277263,0.041625,0.179774,0.182405,0.060458,0.070355,0.268257,0.559744,0.062799,0.333818,0.524381,0.031376,0.157207,0.144612,0.368408,0.479167,0.105160,0.182711,0.486012,0.111326,0.106386,0.487330,0.279312,0.244766,0.098558,0.319613,0.027589,0.046717,0.481783,0.155759,0.112590,0.028281,0.120000,0.510054,0.107657,0.093537,0.059281,0.091699,0.234552,0.070120,0.325419,0.036043,0.023631,0.175071,0.354582,0.041607,0.084066,0.163552,0.059375,0.239312,0.019299,0.195477,0.538008,0.130316,0.283845,0.173133,0.162907,0.046295,0.399499,0.012312,0.049597,0.052000,0.060210,0.149912,0.120540,0.039450,0.184070,0.349609,0.281451,0.572676,0.112857,0.268258,0.127380,0.477328,0.029226,0.169012,0.424822,0.350533,0.390988,0.404712,0.060528,0.566356,0.028471,0.244093
580,0.017000,0.090600,0.778800,0.199500,0.589200,0.429300,0.301800,0.197200,0.113400,0.065300,0.030100,0.215900,0.175600,0.250100,0.135200,0.079600,0.390100,0.239400,0.047600,0.122000,0.531300,0.162900,0.029400,0.025400,0.283500,0.048300,0.043200,0.071200,0.264200,0.018000,0.100400,0.574400,0.147100,0.021700,0.019500,0.238800,0.063500,0.171700,0.040600,0.099700,0.348800,0.263000,0.683400,0.196200,0.275100,0.307000,0.079300,0.635600,0.117100,0.434000,0.438100,0.228000,0.183600,0.801700,0.515000,0.132800,0.595000,0.094300,0.607100,0.309000,0.427900,0.589000,0.784700,0.547100,0.792700,0.344000,0.908400,0.611900,0.815800,0.107100,0.512500,0.838300,0.319300,0.356900,0.661300,0.228000,0.764900,0.641800,0.166800,0.046900,0.171800,0.459000,0.116500,0.139200,0.257900,0.061100,0.072600,0.093100,0.078200,0.109900,0.105600,0.153000,0.183200,0.476200,0.294400,0.249400,0.170000,0.205900,0.372800,0.178900,0.044600,0.098200,0.159300,0.101000,0.026400,0.253000,0.261800,0.039800,0.166900,0.175600,0.050600,0.065800,0.258900,0.534000,0.057800,0.307500,0.502400,0.027900,0.136000,0.127000,0.346900,0.455600,0.086700,0.166200,0.459200,0.103900,0.098700,0.462200,0.267000,0.221200,0.091500,0.305300,0.022400,0.043100,0.467800,0.148500,0.101800,0.026300,0.111700,0.506100,0.104700,0.092000,0.058000,0.088900,0.231000,0.063900,0.321800,0.035300,0.022500,0.175700,0.358200,0.041100,0.084900,0.162000,0.058000,0.242400,0.022500,0.204000,0.547000,0.131400,0.289300,0.180700,0.173300,0.048100,0.398300,0.012500,0.050000,0.052000,0.075300,0.148300,0.142000,0.038300,0.206800,0.406600,0.285000,0.600500,0.114000,0.317500,0.144900,0.531800,0.033400,0.184500,0.471700,0.428000,0.436700,0.426400,0.078300,0.626800,0.038800,0.284900
585,0.017306,0.090762,0.781799,0.199500,0.590911,0.429847,0.302121,0.197597,0.113483,0.065233,0.030027,0.228924,0.189762,0.257157,0.144308,0.084222,0.410773,0.267627,0.048788,0.164871,0.561715,0.217404,0.032182,0.032639,0.358029,0.051738,0.045446,0.080799,0.337920,0.018823,0.149829,0.627211,0.192411,0.026681,0.025105,0.281879,0.094963,0.223404,0.050296,0.133516,0.391557,0.307692,0.736573,0.240852,0.278134,0.316935,0.097638,0.670886,0.133925,0.490878,0.462067,0.234220,0.259762,0.830823,0.530178,0.175751,0.608353,0.095006,0.616095,0.313728,0.436159,0.594564,0.787777,0.559441,0.797698,0.347806,0.911036,0.610718,0.819878,0.106075,0.514255,0.844799,0.320676,0.351683,0.657226,0.223048,0.759318,0.629711,0.160068,0.045224,0.161286,0.441242,0.111631,0.131589,0.248239,0.056907,0.067061,0.086499,0.074766,0.104194,0.102944,0.142793,0.168752,0.458465,0.274679,0.227138,0.155284,0.186477,0.350640,0.162095,0.039762,0.080121,0.144292,0.094386,0.023362,0.235731,0.249610,0.038469,0.153556,0.171163,0.043844,0.059306,0.251722,0.507234,0.054111,0.282171,0.478415,0.025056,0.120998,0.110134,0.323334,0.422994,0.070666,0.150198,0.430801,0.097380,0.092454,0.435558,0.252488,0.198096,0.086124,0.293402,0.018970,0.039982,0.454543,0.141819,0.091713,0.024462,0.104980,0.503721,0.102603,0.091323,0.057208,0.085004,0.228514,0.057801,0.319582,0.034819,0.021654,0.174619,0.358314,0.040619,0.087214,0.160226,0.056063,0.247604,0.026298,0.212310,0.557215,0.128264,0.295711,0.179740,0.185199,0.050581,0.403274,0.012850,0.050124,0.051498,0.103238,0.148921,0.180675,0.038648,0.225718,0.463982,0.290969,0.626916,0.116223,0.374051,0.169175,0.599485,0.039982,0.206566,0.508081,0.516345,0.489417,0.441686,0.099142,0.697621,0.055785,0.334788
590,0.017600,0.090900,0.784700,0.199500,0.592600,0.430300,0.302300,0.197900,0.113500,0.065200,0.030000,0.244400,0.205500,0.269000,0.154400,0.088200,0.449300,0.316600,0.050000,0.216800,0.583900,0.283900,0.036000,0.043200,0.443700,0.058300,0.049000,0.098700,0.416100,0.022100,0.209000,0.670600,0.252400,0.034200,0.031600,0.321200,0.135600,0.287800,0.063100,0.177200,0.435600,0.357800,0.777500,0.283600,0.280000,0.323700,0.119300,0.699400,0.144000,0.542700,0.466400,0.239800,0.351700,0.851100,0.542000,0.224900,0.619000,0.095600,0.622800,0.318000,0.444400,0.600000,0.793800,0.570300,0.802400,0.350000,0.912500,0.609600,0.824000,0.105400,0.515500,0.850700,0.322400,0.346000,0.651800,0.217200,0.755400,0.620300,0.147900,0.044100,0.153700,0.422000,0.105800,0.123400,0.241500,0.053800,0.063000,0.082000,0.072400,0.100200,0.101800,0.134400,0.157300,0.444400,0.258800,0.205000,0.140400,0.167000,0.328500,0.144700,0.035800,0.063000,0.129600,0.088000,0.021000,0.219000,0.239000,0.037500,0.139900,0.167900,0.039100,0.052300,0.246500,0.481400,0.051300,0.258600,0.453300,0.022800,0.109800,0.095000,0.299900,0.384400,0.056900,0.134400,0.403300,0.091000,0.087200,0.410000,0.238000,0.176900,0.081900,0.282700,0.016800,0.037300,0.442700,0.135800,0.082100,0.022900,0.099600,0.501800,0.101000,0.091000,0.056700,0.081500,0.227000,0.052100,0.317200,0.034500,0.021100,0.171800,0.356300,0.040300,0.088900,0.159200,0.054000,0.253000,0.028700,0.220200,0.567400,0.121800,0.302600,0.177400,0.196200,0.053600,0.415900,0.013300,0.050500,0.051000,0.134800,0.153400,0.223500,0.041100,0.239600,0.512200,0.303000,0.650000,0.121000,0.435300,0.199700,0.668100,0.050500,0.234400,0.534600,0.605100,0.545000,0.451800,0.119800,0.771800,0.080400,0.389800
595,0.017806,0.090887,0.786755,0.199500,0.593720,0.430275,0.302286,0.197823,0.113270,0.065105,0.029941,0.262963,0.223286,0.284569,0.164437,0.091292,0.494641,0.368631,0.051097,0.277028,0.597768,0.352338,0.040864,0.057705,0.531112,0.068684,0.054189,0.129672,0.493244,0.028850,0.272814,0.701682,0.326842,0.045570,0.038294,0.350375,0.186006,0.362219,0.079789,0.230672,0.477440,0.410908,0.806700,0.317283,0.281343,0.328626,0.143836,0.721621,0.145746,0.587609,0.472391,0.244461,0.436909,0.865246,0.552480,0.265232,0.625516,0.095951,0.628303,0.321078,0.452523,0.605169,0.801740,0.580265,0.806399,0.350848,0.912493,0.608963,0.827114,0.104954,0.515468,0.855602,0.324307,0.340189,0.645112,0.210265,0.751722,0.611076,0.134849,0.043663,0.149028,0.402425,0.098894,0.114975,0.236663,0.051469,0.060363,0.079379,0.071214,0.097872,0.101807,0.127193,0.146698,0.430873,0.244556,0.183008,0.125577,0.146279,0.306858,0.128763,0.032332,0.047836,0.115106,0.081626,0.019300,0.203385,0.228459,0.036738,0.125902,0.165330,0.035187,0.046354,0.243216,0.458134,0.049058,0.237383,0.427761,0.021119,0.099889,0.082626,0.278389,0.342309,0.045032,0.117335,0.378703,0.083396,0.082178,0.387765,0.225604,0.158902,0.078074,0.271813,0.015182,0.034951,0.433198,0.130782,0.072023,0.021656,0.095469,0.499096,0.099107,0.090405,0.056095,0.079996,0.226207,0.046625,0.312745,0.034225,0.020889,0.167199,0.351056,0.040211,0.088239,0.159517,0.052061,0.256907,0.028056,0.226428,0.576205,0.113267,0.309352,0.173924,0.203856,0.057031,0.436254,0.013781,0.051602,0.051944,0.161129,0.164678,0.257218,0.047498,0.247387,0.540402,0.325439,0.668210,0.130182,0.497955,0.235934,0.722937,0.066935,0.268175,0.549810,0.682538,0.598943,0.456719,0.136984,0.841382,0.114422,0.446320
600,0.017900,0.090800,0.788000,0.199500,0.594300,0.430000,0.302200,0.197600,0.113000,0.065000,0.029900,0.286400,0.244800,0.305000,0.175300,0.094200,0.540100,0.413700,0.052200,0.342100,0.605600,0.417000,0.047600,0.077900,0.614000,0.086300,0.062100,0.177400,0.566000,0.041200,0.338100,0.722400,0.407600,0.059800,0.044400,0.370800,0.243600,0.439200,0.100700,0.287200,0.514300,0.463900,0.826800,0.342900,0.281900,0.331600,0.169600,0.739800,0.145900,0.624500,0.479400,0.248400,0.507500,0.874600,0.562000,0.295700,0.630000,0.096200,0.632700,0.324000,0.460500,0.610000,0.806900,0.589000,0.809700,0.351000,0.911400,0.608300,0.829400,0.104800,0.514700,0.859800,0.326600,0.335000,0.636900,0.202600,0.748500,0.602000,0.122500,0.043200,0.144600,0.383900,0.091800,0.107200,0.231500,0.049500,0.058100,0.076900,0.070000,0.095700,0.102000,0.120700,0.137200,0.418200,0.231800,0.162500,0.111900,0.126900,0.287400,0.115500,0.029200,0.035200,0.101900,0.076000,0.018200,0.190000,0.218400,0.036400,0.112600,0.162700,0.032100,0.041600,0.242000,0.439000,0.047200,0.219400,0.404600,0.020000,0.091600,0.073200,0.260000,0.301000,0.035300,0.102200,0.358800,0.076500,0.077900,0.370200,0.215000,0.144800,0.074900,0.261800,0.014000,0.032900,0.425200,0.126400,0.063300,0.021000,0.092200,0.495900,0.097400,0.090000,0.055600,0.078900,0.226000,0.042000,0.307500,0.034100,0.020800,0.162100,0.344300,0.040200,0.086900,0.160300,0.051000,0.258700,0.026400,0.231600,0.581300,0.104700,0.316800,0.171700,0.207300,0.060700,0.460800,0.014400,0.055000,0.055000,0.183400,0.182600,0.284400,0.060800,0.251100,0.550300,0.357000,0.681500,0.143000,0.564400,0.278900,0.763400,0.088500,0.306000,0.560300,0.746800,0.648200,0.458700,0.150500,0.898900,0.157700,0.502200
605,0.017788,0.090715,0.788616,0.199500,0.594471,0.429741,0.302134,0.197484,0.112900,0.064935,0.029931,0.317420,0.272837,0.331604,0.187845,0.097612,0.575723,0.435562,0.053414,0.408822,0.609858,0.469785,0.056979,0.105541,0.683706,0.114951,0.073979,0.250888,0.629621,0.062395,0.400277,0.735231,0.486437,0.077475,0.048719,0.384054,0.307076,0.510294,0.126765,0.339659,0.542510,0.513019,0.840357,0.358759,0.281369,0.332441,0.194866,0.756189,0.144383,0.651962,0.482891,0.251857,0.551361,0.880255,0.570629,0.313219,0.634519,0.096490,0.635989,0.327812,0.468282,0.614495,0.804773,0.596186,0.812375,0.351054,0.909841,0.607079,0.831304,0.105354,0.513898,0.863513,0.329468,0.331342,0.627099,0.194602,0.745984,0.592941,0.114539,0.041814,0.137095,0.367661,0.085352,0.100926,0.222702,0.047295,0.054891,0.072232,0.067222,0.091727,0.102527,0.114084,0.128209,0.406126,0.219414,0.144680,0.100433,0.111203,0.271899,0.107514,0.025969,0.026088,0.091055,0.071894,0.017688,0.180197,0.208758,0.036399,0.100906,0.158830,0.029370,0.038990,0.242276,0.426380,0.045434,0.205901,0.386605,0.019488,0.084228,0.067772,0.246395,0.264174,0.027842,0.092269,0.346646,0.071841,0.074728,0.359917,0.206128,0.136416,0.072384,0.253467,0.012719,0.031018,0.417849,0.122224,0.057817,0.020912,0.089358,0.492129,0.095992,0.089951,0.055304,0.076906,0.225971,0.038557,0.302185,0.034168,0.020589,0.157771,0.337792,0.040232,0.085140,0.161635,0.051936,0.257429,0.023050,0.236377,0.581221,0.098061,0.325567,0.175546,0.206098,0.064389,0.485997,0.015244,0.061210,0.060331,0.198981,0.208072,0.302787,0.083310,0.252858,0.545299,0.398154,0.690083,0.159376,0.637338,0.330331,0.789189,0.116519,0.346178,0.572494,0.794747,0.688918,0.459807,0.158495,0.936765,0.212145,0.554649
610,0.017500,0.090500,0.788700,0.199500,0.594200,0.429300,0.301900,0.197300,0.112800,0.064800,0.030000,0.349800,0.302000,0.359000,0.201200,0.101300,0.604800,0.450000,0.054700,0.474200,0.611800,0.510000,0.069200,0.141300,0.739500,0.154300,0.089700,0.337500,0.683100,0.090100,0.458400,0.742700,0.560000,0.095100,0.051800,0.392100,0.371500,0.571700,0.156900,0.385000,0.563500,0.557800,0.848900,0.368100,0.280100,0.331700,0.218000,0.769800,0.142100,0.671500,0.483800,0.254900,0.576800,0.883100,0.578000,0.322700,0.638000,0.096700,0.638400,0.332000,0.475600,0.619000,0.797100,0.602100,0.814500,0.351000,0.908700,0.605600,0.833300,0.106800,0.513100,0.865800,0.332500,0.328900,0.617100,0.187000,0.744400,0.586400,0.108900,0.040200,0.128600,0.354900,0.079800,0.096000,0.212800,0.045100,0.051500,0.067000,0.064000,0.087300,0.103500,0.108700,0.121200,0.396300,0.209500,0.130000,0.091300,0.098900,0.259800,0.102400,0.023100,0.019900,0.082400,0.069000,0.017600,0.173000,0.199800,0.036400,0.091300,0.154700,0.027300,0.037600,0.242800,0.417900,0.043800,0.195900,0.373500,0.019400,0.078700,0.064700,0.235900,0.234600,0.022600,0.085700,0.339100,0.069300,0.072400,0.353700,0.199000,0.131400,0.070600,0.246900,0.011900,0.029500,0.412100,0.118800,0.054400,0.020900,0.087000,0.489600,0.095300,0.090000,0.055200,0.074600,0.226000,0.037000,0.297900,0.034300,0.020400,0.154300,0.332100,0.040300,0.084000,0.162500,0.054000,0.255100,0.020700,0.238900,0.578000,0.094800,0.336000,0.182800,0.203200,0.068100,0.508200,0.016300,0.071800,0.067900,0.211600,0.236500,0.317000,0.113200,0.253400,0.534300,0.445000,0.695200,0.178000,0.707900,0.387200,0.805000,0.146400,0.388000,0.585000,0.828300,0.721100,0.460600,0.163000,0.957200,0.272800,0.600900
615,0.017006,0.090053,0.788362,0.199500,0.593479,0.428499,0.301339,0.196865,0.112518,0.064503,0.030072,0.377211,0.327156,0.381507,0.214530,0.104962,0.629737,0.471838,0.056041,0.534370,0.612379,0.536191,0.084794,0.187596,0.779869,0.207174,0.109898,0.427827,0.724754,0.124537,0.510182,0.747148,0.622858,0.109267,0.053894,0.396787,0.431328,0.618011,0.190771,0.418803,0.578151,0.597044,0.853797,0.373628,0.278566,0.330112,0.236937,0.779600,0.141083,0.684933,0.484203,0.257582,0.591507,0.884148,0.583891,0.328473,0.639514,0.096702,0.640232,0.336027,0.482190,0.623771,0.785801,0.607137,0.816158,0.350684,0.908577,0.604246,0.835719,0.108832,0.512242,0.865977,0.335280,0.327674,0.608341,0.180485,0.743830,0.584188,0.105252,0.038614,0.119146,0.346931,0.075414,0.092372,0.202377,0.042682,0.048020,0.061737,0.060674,0.082778,0.104851,0.105789,0.117660,0.390199,0.203976,0.119483,0.085085,0.090650,0.251009,0.099040,0.020900,0.016764,0.076209,0.067272,0.017700,0.167844,0.191543,0.036588,0.084675,0.150816,0.026041,0.037014,0.243236,0.412213,0.042157,0.189001,0.365505,0.019400,0.075921,0.063066,0.227132,0.215945,0.019919,0.082026,0.334540,0.068595,0.070813,0.349538,0.193793,0.128575,0.069732,0.242445,0.011724,0.028568,0.408953,0.116460,0.052746,0.021050,0.084823,0.489513,0.095752,0.090641,0.055450,0.072162,0.226692,0.037399,0.296058,0.034401,0.020319,0.151979,0.328035,0.040369,0.084137,0.160423,0.056750,0.252899,0.021234,0.237796,0.572510,0.096240,0.348572,0.192326,0.198760,0.071539,0.523025,0.017550,0.087985,0.077250,0.223899,0.263272,0.330618,0.151269,0.253204,0.523817,0.494084,0.698168,0.197728,0.766448,0.447552,0.815452,0.174381,0.430742,0.597301,0.849421,0.744882,0.462129,0.165114,0.964464,0.335818,0.637632
620,0.016500,0.089600,0.787900,0.199500,0.592800,0.427700,0.300700,0.196400,0.112200,0.064200,0.030200,0.398400,0.347500,0.398400,0.227000,0.108300,0.650800,0.498000,0.057400,0.588100,0.612300,0.553000,0.103500,0.240700,0.808600,0.267000,0.133400,0.512000,0.756200,0.161000,0.555800,0.749700,0.676500,0.120200,0.054700,0.399300,0.485100,0.652500,0.226500,0.442900,0.589200,0.631400,0.856100,0.375100,0.277100,0.328400,0.251500,0.786900,0.139200,0.694100,0.484600,0.260000,0.600100,0.884700,0.589000,0.332200,0.642000,0.096600,0.641800,0.340000,0.488100,0.628000,0.777700,0.611900,0.817700,0.350000,0.908700,0.602900,0.838200,0.112000,0.511500,0.865400,0.338100,0.327100,0.601200,0.175100,0.744700,0.584500,0.101800,0.037500,0.112100,0.343000,0.072100,0.089800,0.194500,0.040900,0.045200,0.057500,0.058100,0.079300,0.106900,0.104900,0.116700,0.388000,0.202200,0.111900,0.080800,0.084900,0.244600,0.096000,0.019400,0.015400,0.071800,0.066000,0.017800,0.164000,0.184700,0.037300,0.080000,0.147600,0.025600,0.036500,0.243500,0.406800,0.040800,0.184200,0.361000,0.019400,0.075200,0.061700,0.220900,0.204800,0.018700,0.080000,0.330000,0.068500,0.069800,0.345000,0.190000,0.126000,0.069400,0.239400,0.011700,0.028000,0.408300,0.115500,0.052000,0.021200,0.083500,0.491500,0.097100,0.092000,0.056100,0.069700,0.229000,0.040000,0.295900,0.034600,0.020300,0.150800,0.325700,0.040500,0.084900,0.156700,0.060000,0.251800,0.025000,0.236300,0.568300,0.103100,0.363200,0.198600,0.195800,0.075400,0.533400,0.019100,0.111400,0.089900,0.236700,0.288800,0.344700,0.191400,0.252600,0.516400,0.542000,0.699600,0.217000,0.811300,0.507100,0.822500,0.198700,0.472300,0.604700,0.861800,0.762500,0.463800,0.166000,0.965100,0.397600,0.665600
